date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-04,58,60,54,Fried Wild Salmon with Cauliflower Purée,"Our cauliflower purée is  a true low-carb alternative to mashed potatoes. It's also inexpensive, low in calories and goes perfect with fried wild salmon. Seasoned with onions and chives, it's a simple and delicious meal.",20,normal,5,"['Cut the cauliflower into large pieces, place in a pan with hot saltwater and boil for 7 minutes.'
 'In the meantime, cube the onion.'
 'Remove the cauliflower, let drain and purée with the onion, 2 tsp. of coconut oil and the vegetable broth powder.'
 'Season the salmon with salt and pepper and brown in a pan with the remaining coconut oil.'
 'Place both on a plate and garnish with chives.']","high_protein,low_carb,lunch,dinner,gluten_free,sugar_free,lactose_free,fish,pescatarian,500kcal"
2023-01-13,523,4,3,Pumpkin Chips,"Vegetable chips are slowly making their way into the supermarkets. These alternatives to regular chips are healthy and delicious. Even better, they're super easy to make at home! All you need is an oven and a little patience. Not only will you save money this way, you'll avoid the desire to grab for a bag of potato chips!",65,normal,5,"['Preheat the oven to 100°C / 210°F.'
 'Remove the seeds from the pumpkin. Use a vegetable peeler to shave the pumpkin into thin slices and place them onto a baking sheet covered with baking paper.'
 'Paint the pumpkin slices with olive oil and place them in the oven for 30 minutes. Wedge a wooden spoon in the oven door to keep it cracked open and allow the moisture to escape.'
 'Once the cook time has elapsed, unstick the chips from the baking paper and then roast for an additional 20 minutes.'
 'Let cool and sprinkle with salt.']","snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,on_the_go,vegetables,detox,200kcal,few_ingredients"
2023-01-08,1149,4,4,Baked Grapefruit with Coconut Yogurt,"Our Baked Grapefruit with Coconut Yogurt is packed with vitamin C and great for the soul! The bitter taste of the grapefruit combines wonderfully with the sweetness of the coconut sugar. You can enjoy it for breakfast or as a dessert. Tip: Shredded coconut make for a fantastic garnish, too!",28,easy,6,"['Preheat the grill function of the oven to 360°F (180°C).'
 'Cut the grapefruit in half and use a sharp knife to remove the white pith from between the wedges, making sure to keep the wedges intact. In addition, run the knife around the edge of the grapefruit to separate it slightly from the peel.'
 'Sprinkle the coconut sugar over the grapefruit halves and place cut-side up on a baking sheet lined with baking paper.'
 'Bake the grapefruit on the middle rack for approx. 15 minutes.'
 'In the meantime, grate the lime peel and combine the gratings with the coconut yogurt and cinnamon.'
 'Garnish the baked grapefruit with the coconut yogurt and lime gratings. Feel free to sprinkle with some additional cinnamon or coconut sugar.']","low_calorie,breakfast,vegan,vegetarian,gluten_free,lactose_free,dessert,fruits,200kcal,easy,few_ingredients"
2023-01-04,722,56,51,Homemade Applesauce,"Homemade Applesauce is always a winner! It's super quick to make and tastes way better than store-bought applesauce, which often has much more hidden sugar. Serve warm with cinnamon and you've got all you'll need. Of course, it also tastes great with pancakes, waffles or hash browns, too!",25,easy,3,"['Peel the apples, remove the seeds and chop.'
 'In a pot, combine the apples, water, lemon juice and cinnamon. Simmer over medium heat for approx. 15 minutes.'
 'Finally, use a stamper or immersion blender to purée the softened apples to the desired consistency.']","low_calorie,breakfast,snack,vegan,vegetarian,gluten_free,sugar_free,lactose_free,clean_eating,dessert,on_the_go,sweet,fruits,christmas,low_fat,low_calorie,100kcal,easy,few_ingredients"
2023-01-17,851,19,17,Roasted Cauliflower with Sesame Sauce,"Not only does this Roasted Cauliflower with Sesame Sauce look impressive, it's the perfect vegan roast! It's great combined with mashed potatoes or pan-fried mushrooms. Don't worry, the cauliflower tastes great just with the sauce, too!",65,easy,6,"['Preheat the oven to 180°C / 360°F.'
 'Remove the leaves from the cauliflower and then place the cauliflower on a baking sheet lined with baking paper.'
 'Cook the cauliflower for approx. 60 minutes. If necessary, cover it with a piece of foil to prevent it from getting too brown.'
 'In the meantime, squeeze the juice from the lemon. Place the juice, tahini, parsley, water and salt in a food processor and purée until creamy.'
 'Set 2 tablespoons of sauce to the side. With 15 minutes cook time remaining, pour the rest of the sauce over the cauliflower and garnish with sesame seeds.'
 'Finely chop the almonds. Garnish the cooked cauliflower with the remaining sauce and almonds.']","low_calorie,dinner,lunch,vegan,vegetarian,lactose_free,gluten_free,sugar_free,high_fiber,clean_eating,detox,vegetables,low_carb,300kcal,easy"
2023-01-27,450,117,103,Fish Cakes,"Ideally, you should eat fish at least once a week. To help ensure you don't get bored of it, our recipe for Fish Cakes is here to help! Tip: Looking for a to-go meal? You can place the cakes between two slices of whole wheat bread and you've got a delicious sandwich to take with you.",15,normal,4,"['Place the pollock fillets in a large bowl and use an immersion blender to coarsely chop them.'
 'Finely chop the green onions and parsley.'
 'Add all ingredients, except the canola oil, to the fish and mix well with a spoon.'
 'Heat the canola oil in a pan, form small fish cakes with a spoon and place them in the pan. Fry from both sides until crispy.']","low_carb,high_protein,dinner,lunch,lactose_free,sugar_free,on_the_go,fish,pescatarian,100kcal"
2023-01-30,727,38,35,Tarte Flambée with Pear & Goat Cheese,"When it comes to tarte flambée, the sky's the limit! The delicious vegetarian combination of goat cheese and pear is a must-try. It's great for fall! Tip: Instead of pears, you can also use apples or figs.",80,normal,12,"['In a bowl, combine the wheat flour and salt.'
 'Combine the yeast and lukewarm water.'
 'Mix the yeast water and olive oil together with the flour and then use your hands to knead into a smooth dough.'
 'Cover the bowl of dough with a clean dish cloth, set in a warm place and allow the dough to rise for approx. 45 minutes.'
 'In the meantime, mix the goat cheese and crème fraîche together as well as peel and cut the onion into rings.'
 'Cut the pear in half, remove the seeds and then cut into thin wedges.'
 'Once the time for the dough to rise has elapsed, preheat the oven to 250°C / 480°F.'
 'Knead the dough once more. Flour a surface and then use a rolling pin to thinly roll out the dough. Place the dough onto a baking sheet lined with baking paper.'
 'Spread the dough with the goat cheese and crème fraîche mixture. Top with onion rings and pear wedges.'
 'Cook the tarte flambée on the middle rack for approx. 20 minutes. In the meantime, break the walnuts into small pieces by hand and remove the rosemary leaves from the stem.'
 'Once 15 minutes of cook time has elapsed, sprinkle the tarte flambée with the walnuts and rosemary leaves. Cook for the 5 additional minutes.'
 'Drizzle with honey and serve.']","dinner,lunch,vegetarian,high_fiber,baking,500kcal"
2023-01-18,1164,18,14,Vegan Cheese,"It's true that our Vegan Cheese will taste slightly different than cheese made from cow's milk, but it's still a delicious alternative and tastes great on freshly-baked bread! Tip: To mix things up a bit, you can add different types of spices and herbs. How about some curry powder and parsley?",1285,normal,6,"['Cover the chickpeas with water and let soak overnight.'
 'On the next day, drain the chickpeas, peel the garlic, and peel and finely chop the onion.'
 'In a blender, combine the chickpeas, garlic, onions, water, salt, pepper and yeast flakes, and purée for approx. 1 minute until creamy.'
 'Transfer the cream into a pot and simmer over low heat for approx. 15 minutes, stirring continuously.'
 'Finely chop the chives and mix into the pot.'
 ""Transfer the cheese into small bowls (depending on the size you'd like your chunk of cheese to be) and let harden in the fridge for at least 2 hours.""]","low_fat,low_calorie,snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,vegetables,few_ingredients,50kcal"
2023-01-17,2121,78,67,Garlic Naan,"Naan is a flatbread originating from northern India and is a great side for meals like curry. It's fluffy, soft, buttery and, thanks to the garlic, smells wonderful! Tip: Feel free to swap out the cilantro for parsley.",140,normal,8,"['Combine the almond milk, water, yeast and sugar in a large bowl.'
 'Add the yogurt, flour, baking powder and salt. Knead into a smooth dough.'
 'Cover the dough and let rise in a warm spot for 1 to 2 hours until it has doubled in size.'
 'Peel the garlic, then finely chop the garlic and cilantro.'
 'Melt the margarine and combine with the garlic and cilantro.'
 'Split the dough into equal-sized pieces and roll out into discs.'
 'Warm a non-stick pan over medium heat, add the discs and brush the top sides with margarine. Fry for approximately 4 minutes until bubbles begin to form.'
 'Flip the discs and brush once more with margarine. Fry for 3 minutes until golden-brown. Repeat the process with the remaining discs.']","snack,vegan,vegetarian,pescatarian,lactose_free,on_the_go,200kcal"
2023-01-20,2137,33,28,Tofu Katsu,"Katsu is a popular Japanese dish with a meaning similar to cutlet. In our version, we're swapping the meat for tofu and giving it a super crunchy breading made from panko bread crumbs.",20,easy,10,"['Prepare the rice according to the package instructions.'
 'Cut the tofu into 1⁄3-inch thick slices (approximately 1 cm) and dab dry with a paper towel.'
 'In a deep plate, mix together the soy milk, flour, cornstarch, paprika powder and salt until you have a smooth batter.'
 'Pour the bread crumbs into a second deep plate.'
 'Warm the olive oil in a pan over medium heat.'
 'Turn the tofu slices in the batter and then in the bread crumbs.'
 'Fry the tofu in the pan for approximately 5 minutes on each side until golden-brown.'
 'For the sauce, combine the chili sauce, tomato purée and soy sauce.'
 'Cut the green onion into rings.'
 'Arrange the katsu on top of the rice and garnish with the sauce, green onion rings and sesame seeds.']","dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,700kcal,easy"
2023-01-10,976,27,22,Shrimp with Broccoli Purée,"Shrimp with Broccoli Purée is a fantastic, light dish for all the fish lovers out there. The creamy broccoli purée is also a great alternative to typical mashed potatoes. Carotenoids in the broccoli, responsible for giving it its green color, can boost the immune system and its contained glucosinolate have been said to have cancer-preventing properties.",35,easy,7,"['Cut the broccoli into florets, place them in a large pot, cover halfway with water, salt and bring to a boil. Let simmer over medium heat for approx. 10 minutes.'
 'In the meantime, peel the shallots and garlic. Cut the shallots into small pieces and the garlic clove into sticks.'
 'Remove the thyme from the stems and finely chop.'
 'Heat the olive oil in a pan and cook the shrimp for approx. 4 minutes.'
 'Add the shallots, garlic and thyme and cook for an additional 3 minutes.'
 'Drain the cooked broccoli, season with salt, pepper and nutmeg, and use an immersion blender to purée until creamy. Mix in the sour cream.'
 'Transfer the broccoli purée onto plates and top with the shrimp.']","low_carb,dinner,lunch,gluten_free,sugar_free,fish,vegetables,pescatarian,500kcal,easy"
2023-01-30,186,58,46,Mushroom & Leek Tofu,"Here we present an easy vegan recipe, perfect for those who are first finding their way into the vegan diet. Tofu is made from soy beans, giving it the great property of absorbing flavors from the other ingredients in a dish. This intensifies the tofu taste and gives the meal a fine touch. Plus, it contains tons of plant protein, something you should pay attention to on a vegan diet.",35,easy,8,"['Peel the garlic cloves and finely chop.'
 'Carefully press the tofu (to remove excess water) and cut into finger-thick cubes.'
 'Grate the lemon and place the grated lemon peel together with the garlic and tofu in a pan. Cook with 1 tablespoon of oil for approx. 7-8 minutes.'
 'Once the tofu cubes are a light golden-yellow color, remove from the pan and set to the side.'
 'Clean the leeks and mushrooms and cut into thin slices.'
 'Fry the leek rings with the remaining oil for 5 minutes, then add the mushroom slices. Continue to sauté for an additional 5-7 minutes.'
 'In the meantime, mix the vegetable broth with the cornstarch and soy sauce and, together with the tofu cubes, add to the pan and bring to a boil.'
 'Season with salt and pepper and serve.']","high_protein,low_carb,dinner,lunch,vegetarian,vegan,lactose_free,gluten_free,sugar_free,detox,low_calorie,300kcal,easy"
